MSISDN_ENCR_INT,FEATURE,DAY1,DAY2,DAY3,DAY4,DAY5,DAY6,DAY7,DAY8,DAY9,DAY10,DAY11,DAY12,DAY13,DAY14,DAY15,DAY16,DAY17,DAY18,DAY19,DAY20,DAY21,DAY22,DAY23,DAY24,DAY25,DAY26,DAY27,DAY28,DAY29,DAY30
816808793,REMAINING_DATA_BAL_MB,1953,1608,1608,1546,1543,,1338,3071,3071,3066,3044,2892,2892,2867,2765,2730,2730,2724,2654,2204,2201,2146,2146,2144,,,,,1629,1593
816808793,TOTAL_REVENUE_WT,0,0,0,0,54.6108,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
816808793,TOTAL_VOICE_USAGE,4.25,13.33333,13.36667,11.76667,1.8,,0,0,0.45,2.25,0.83333,2.86667,0,5.58333,0.88333,0,9.55,18,0.2,11.03333,3.11667,1.41667,1.56667,0,,,,,1.33333,1.3
816808793,WALLET_BALANCE,64.7694,64.7694,64.7694,64.7694,64.7694,,510.1586,59.2734,59.2734,59.2734,59.2734,59.2734,59.2734,59.2734,59.2734,59.2734,59.2734,59.2734,59.2734,59.2734,59.2734,59.2734,59.2734,59.2734,,,,,38.2752,102.0159
766816460,MBB_TOTAL_USAGE,829.47588,404.12285,1528.83785,695.02971,379.38945,3801.15647,1299.64813,1055.22694,1723.44922,1722.60739,2469.67213,2082.01987,395.5566,594.9287,471.09141,1083.81184,1066.98754,1702.61906,4370.73959,870.3252,2398.7595,1460.01016,2976.87285,2379.4614,2973.55271,944.68713,983.25633,2394.49627,1761.15624,3407.96909
766816460,PAYG_MB_RATIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
766816460,REMAINING_DATA_BAL_MB,6148,5153,5153,4326,3937,2429,1062,5380,5380,5187,4559,3894,3894,2696,2489,2223,2223,1994,1843,1228,10015,6500,6500,4232,3732,1627,10047,7412,6841,6291
766816460,TOTAL_REVENUE_WT,0,0,0,0,0,956,0,0,0,0,0,0,0,0,0,0,0,715.018,0,0,0,0,0,715.0068,0,0,0,0,0,0
766816460,TOTAL_VOICE_USAGE,9.93333,8.26667,30.83333,5.66667,0,23.88333,4.63333,7.1,10.78333,16.05,1.4,2.78333,0.91667,28.58333,3.41667,13.28333,4.23333,5.23333,13.06667,14.78333,31.86667,16.38333,21.25,16.46667,4.15,16.83333,17.26667,5.73333,2.18333,28.03333
766816460,WALLET_BALANCE,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,0.0068,0.0068,0.0068,0.0068,0.0068,0.0068,0.0045,0.0045,0.0045,0.0045,0.0045
1606234251,MBB_TOTAL_USAGE,1095.30844,1282.61429,1123.40675,1626.71706,607.02628,835.95137,1218.95346,1183.86962,1545.20826,339.44928,883.11641,340.36328,345.36103,556.92596,,,224.94188,166.91438,382.03982,848.36706,353.51993,585.57603,409.61731,601.19937,642.97787,465.15232,1376.74659,548.95651,812.88429,920.41215
1606234251,PAYG_MB_RATIO,-0.998730092,-0.998661553,-0.997794389,-0.997713556,-0.997656394,-0.997855815,-0.998091881,-0.998857985,-0.998829263,-0.938443142,90.89978697,106.3067026,98.810609,88.88919184,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606234251,REMAINING_DATA_BAL_MB,2618,1344,1344,316,722,15482,13649,12973,12973,11902,9573,9323,9323,8500,,,7438,7202,6616,6397,6231,5398,5398,5140,4735,4438,3982,5047,4662,4820
1606234251,TOTAL_REVENUE_WT,0.0171,159,502,0,0,0,0,0,0,0,0,0,0,0,,,0,0,197,0,0,0,0,0,159,0,159,0,0,0
1606234251,TOTAL_VOICE_USAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4.66667,15.05,10.95,7.63333,18.2,7.3,14.08333,6.01667,14.45,5.96667,15.38333,9.8,1.5,11.75
1606234251,WALLET_BALANCE,0.3009,0.0171,0,0,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,,,0.0023,0.0028,0.0028,0.0028,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038
253379914,MBB_TOTAL_USAGE,,,,,,,,,,,,403.06682,953.14751,771.89529,515.08594,488.89228,610.34817,850.01013,255.58987,343.72912,665.11863,524.69636,333.07397,347.84852,485.61967,465.24446,391.20409,404.26411,414.23438,338.27781
253379914,PAYG_MB_RATIO,,,,,,,,,,,,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253379914,REMAINING_DATA_BAL_MB,,,,,,,,,,,,361,361,347,344,334,334,315,304,301,286,282,282,279,275,268,258,247,242,240
253379914,TOTAL_REVENUE_WT,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253379914,TOTAL_VOICE_USAGE,,,,,,,,,,,,2.81667,14.06667,19.35,23.26667,6.73333,2.48333,15.08333,4.41667,21.4,23.68333,84.28333,55.53333,27.18333,19.65,8.23333,2.86667,33.3,14.11667,27.15
253379914,WALLET_BALANCE,,,,,,,,,,,,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077
3747388687,MBB_TOTAL_USAGE,330.15178,149.50237,80.4999,147.38133,279.47431,93.16661,122.79968,82.77283,104.57451,210.87849,143.57975,33.48611,92.50996,446.53854,359.00665,188.08915,253.87002,281.77618,262.10408,560.59342,340.47711,164.13761,173.35357,1123.22261,561.2176,822.81483,64.93222,329.93797,95.77619,179.53828
3747388687,PAYG_MB_RATIO,-0.338323434,-0.253008638,-0.118866864,-0.334267708,-0.356796021,-0.333450194,-0.35880456,-0.065581868,-0.121191699,-0.19949237,-0.437850133,-0.338344158,-0.459796078,-0.449525869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3747388687,REMAINING_DATA_BAL_MB,0,4033,4033,3798,3768,3760,3512,3498,3498,3478,3450,3443,3443,3424,3417,3255,3255,3235,3222,3199,3145,2654,2654,2408,2348,2280,2176,2091,2049,2026
3747388687,TOTAL_REVENUE_WT,0,0,0.5682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1419,0,17.1675,6.1481,12.9717,8.6562,2.9799,5.4387,0,3.5943,41.1536
3747388687,TOTAL_VOICE_USAGE,0.2,0.35,6.43333,1.58333,0.11667,0.48333,3.51667,0.41667,0.81667,3.98333,6.7,3.11667,0.9,0,14.35,13.01667,3.71667,1.11667,2.1,1.05,0,6.06667,2.15,0.66667,2.61667,0.93333,1.91667,0,1.26667,0
3747388687,WALLET_BALANCE,0.7361,0.7379,0.7379,0.7379,0.1697,0.1697,0.1697,0.1697,0.1697,0.1697,0.1697,0.1697,0.1697,0.1697,0.1697,0.1697,0.1697,0.1697,0.1697,0.1697,0.1697,0.0278,0.0278,102.8603,96.7122,83.7405,75.0843,72.1044,66.6657,66.6657
792196608,MBB_TOTAL_USAGE,201.07239,637.98515,111.06954,35.23686,34.65805,30.47974,655.97287,174.87777,475.77298,564.90845,393.78204,345.9243,750.76575,801.2018,895.17867,746.27333,774.91096,874.7233,1085.4868,706.55713,812.83075,943.3829,814.5947,692.22602,958.91183,884.99518,570.66716,850.42683,931.8672,714.63018
792196608,PAYG_MB_RATIO,0,0,0,0,0.210634479,0.142829106,0.147746092,-0.039955728,-0.131577922,-0.261799434,-0.291378382,-0.195499012,-0.103215607,-0.517202014,-0.407798051,-1,-1,-1,-1,0.262228618,0.484650386,0.735945752,0.835610404,1.182431221,1.531921521,1.71688656,1.632724073,1.564320982,1.481438806,1.250194615
792196608,REMAINING_DATA_BAL_MB,1242,905,905,718,98,9,0,0,0,494,466,454,454,374,351,45,45,19,7,2,0,0,0,0,0,0,0,0,4924,4787
792196608,TOTAL_REVENUE_WT,198,0,0,0.0036,0,0,999,0,0,0,0,0,0,0,0,0,0,0.0036,0,0,0,0,0,0,0,169,0,0,0,0
792196608,TOTAL_VOICE_USAGE,15.31667,26.08333,19.05,18.8,19.08333,30.38333,40.2,30.18333,13.36667,20.98333,26.91667,17.55,19.35,6.71667,9.06667,0.9,8.91667,39.3,12.78333,16.95,45.66667,16.71667,24.86667,39.4,59.93333,17.36667,43.28333,47.81667,43.9,24.3
792196608,WALLET_BALANCE,0.0034,0.0034,0.0039,0.0039,0.0039,0.0003,0.0003,0.0003,0.0052,0.0052,0.0052,0.0052,0.0052,0.0052,0.0052,0.0052,0.0052,0.0052,0.0052,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,1.0084
3462184223,MBB_TOTAL_USAGE,,,,,124.97441,1095.97201,600.61388,819.49221,964.83536,430.39449,882.884,1106.44625,600.75458,907.45525,1044.75954,795.01582,1155.165,1054.72579,,,,,,,,,,,,
3462184223,PAYG_MB_RATIO,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-0.596883046,-0.632939575,0.312473527,0.303668895,0.867970161,9.610836226,9.78267443,350.2669695,399.8516751,378.8504405,0,0,0,0,0,0,0,0
3462184223,REMAINING_DATA_BAL_MB,,,,,1504,542,1415,319,319,1259,1013,586,586,1241,70,1535,1535,491,1234,73,3232,3232,3232,3232,3232,3232,3232,3232,3232,3232
3462184223,TOTAL_REVENUE_WT,,,,,159.0717,0,159.6232,0,159,0,159,0,159,159,0,159,198,797,,,,,,,,,,,,
3462184223,TOTAL_VOICE_USAGE,,,,,0,8.16667,0,3.68333,0.25,1.38333,2.83333,0,11.25,0.58333,14.75,0,81.26667,23.06667,,,,,,,,,,,,
3462184223,WALLET_BALANCE,,,,,-8.3388,-29.3045,-29.3762,-29.3762,-29.9994,-29.9994,-29.9994,-29.9994,-29.9994,-29.9994,-29.9994,-29.9994,-29.9994,-29.9994,-29.9989,-29.9971,-29.9971,-29.9971,-29.9971,-29.9971,-29.9971,-29.9971,-29.9971,-29.9971,-29.9971,-29.9971
319917925,MBB_TOTAL_USAGE,,,103.32399,26.40494,71.43713,203.68075,222.7807,113.57986,93.64777,11.27114,11.57244,13.15078,8.4522,94.5502,5.89501,8.41213,8.05659,60.52754,11.87424,51.25534,13.6784,13.76287,10.05841,10.14226,250.36623,233.35921,301.77523,235.17557,195.51255,11.67697
319917925,PAYG_MB_RATIO,,,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.702189587,0,0,0,0
319917925,REMAINING_DATA_BAL_MB,,,414,351,858,856,799,604,604,167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,1083,793
319917925,TOTAL_REVENUE_WT,,,0,0,0,0,0,0,0,0.3059,0.2734,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0
319917925,TOTAL_VOICE_USAGE,,,26.2,3.48333,0.48333,0.48333,9.35,1.61667,12.83333,2,7.96667,4.16667,2.95,2.78333,2.11667,2.1,0.23333,0.8,12.86667,4.1,0,2.26667,2.66667,4.58333,3.3,4.06667,1.9,0,1.7,0.6
319917925,WALLET_BALANCE,,,-4.3209,-30.4477,-38.9689,-50.8986,-59.4198,-59.4198,-59.4198,-59.4198,-59.4198,-59.7365,-59.9991,-59.9991,-59.9991,-59.9991,-59.9991,-59.9991,-59.9991,-59.9991,-59.9991,-59.9991,-59.9991,-59.9991,-59.9991,-59.9991,-59.9991,-59.9991,-59.9991,-59.9991
12354349,MBB_TOTAL_USAGE,696.57888,430.93668,301.66119,572.70829,478.03925,788.92284,637.67164,546.80072,281.39957,502.63371,763.58367,404.97201,893.17888,532.77708,915.96554,526.31272,419.3839,231.89176,1294.39793,792.7605,803.38169,1356.17082,837.17528,399.05958,543.72953,412.84109,433.81697,630.97486,1598.45966,516.3485
12354349,PAYG_MB_RATIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12354349,REMAINING_DATA_BAL_MB,3391,3301,3301,3154,3055,3015,6666,6420,6420,6393,3943,5824,5824,5534,5333,4794,4794,4554,4419,4335,4271,3540,3540,3147,2844,2519,2415,2124,1881,1774
12354349,TOTAL_REVENUE_WT,0,0,0,0,801.2606,0,0,0,0,593.3551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12354349,TOTAL_VOICE_USAGE,11.5,0,0.68333,14.51667,11.83333,8.5,0,8.06667,5.81667,11.91667,19.73333,8.51667,10.31667,1.96667,13.2,45.4,0,15.38333,16.3,0,6.76667,13.03333,7.16667,2.28333,7.35,0,1.75,9.45,15.21667,6.06667
12354349,WALLET_BALANCE,1.2477,1.2477,1.2477,1.2477,1.2477,22.5786,2.3739,2.3739,2.3739,2.3739,2.3739,2.0191,2.0191,2.0191,2.0191,2.0191,2.0191,2.0191,2.0191,2.0191,2.0191,2.0191,2.0191,2.0191,2.0191,2.0191,2.0191,2.0191,2.0191,2.0191
2297299959,MBB_TOTAL_USAGE,,,,,,,,,,,,,,,,,,793.0466,463.4021,345.48865,998.14306,684.60271,560.99421,1234.90447,425.76864,436.18555,631.56781,1291.61418,477.70493,359.83767
2297299959,PAYG_MB_RATIO,,,,,,,,,,,,,,,,,,-0.892743533,-0.880067017,-0.881439647,-0.867192583,3.269641567,3.349399925,2.980310646,3.070996645,2.958968472,1.623211956,1.419069758,1.309230487,6.258820902
2297299959,REMAINING_DATA_BAL_MB,,,,,,,,,,,,,,,,,,0,0,311,0,0,0,0,0,0,0,0,0,0
2297299959,TOTAL_REVENUE_WT,,,,,,,,,,,,,,,,,,0.0036,0,0,0,0,0,0,0,9.287,0.1934,0.9707,8.0657,0.2687
2297299959,TOTAL_VOICE_USAGE,,,,,,,,,,,,,,,,,,1.2,0.31667,2.5,0,0.28333,11.81667,3.18333,22.25,5.3,1.21667,33.65,71.73333,5.41667
2297299959,WALLET_BALANCE,,,,,,,,,,,,,,,,,,0.0014,0.0063,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.7157,0.5223,14.1312
3354727324,MBB_TOTAL_USAGE,,,,,,,,,838.46633,365.60224,573.30035,399.26664,,,,,,,,,,,,,,,,,,
3354727324,PAYG_MB_RATIO,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
3354727324,REMAINING_DATA_BAL_MB,,,,,,,,,14115,14938,15631,14440,,,,,,,,,,,,,,,,,,
3354727324,TOTAL_REVENUE_WT,,,,,,,,,159,0,159,318,,,,,,,,,,,,,,,,,,
3354727324,TOTAL_VOICE_USAGE,,,,,,,,,5.25,2.78333,6.96667,0.21667,,,,,,,,,,,,,,,,,,
3354727324,WALLET_BALANCE,,,,,,,,,99.0701,99.0736,99.0771,99.0771,,,,,,,,,,,,,,,,,,
669436794,MBB_TOTAL_USAGE,168.74291,,,,,,,,,115.42613,82.15601,327.29947,286.44925,0.03192,,132.02186,251.94037,43.21784,562.16462,3.14242,,,,89.17282,824.3996,559.55071,224.11573,437.7825,94.7851,209.16259
669436794,PAYG_MB_RATIO,0,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-0.999883583,-0.46344352,-0.433383777,-0.411902924,-0.404595755,-0.507909697,-0.45106895,0,0,0,0,0,0,0
669436794,REMAINING_DATA_BAL_MB,361,,,,,,,,,237,1042,1040,1040,1039,1027,1026,1026,1026,1013,1012,1011,874,874,874,874,512,509,507,503,502
669436794,TOTAL_REVENUE_WT,0.0036,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,,,0,0,0,0,0,0,0
669436794,TOTAL_VOICE_USAGE,0.3,,,,,,,,,0.56667,0,0,1.2,0,,2.11667,6.65,1.65,0,0,,,,1.33333,3.9,0,0,0,0.38333,0
669436794,WALLET_BALANCE,0.0059,,,,,,,,,-39.9986,-39.9937,-39.9937,-39.9937,-39.9937,-39.9937,-39.9937,-39.9937,-39.9937,-39.9937,-39.9937,-39.9937,-39.9937,-39.9937,-39.9937,-39.9937,-39.9937,-39.9937,-39.9937,-39.9937,-39.9937
810897094,MBB_TOTAL_USAGE,,,,,,,,,,,,,,,,38.55895,0,0.01975,3.14046,1.28674,3.42565,144.54323,1.63542,6.58017,18.25902,2.26468,3.85423,2.72939,,
810897094,PAYG_MB_RATIO,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810897094,REMAINING_DATA_BAL_MB,,,,,,,,,,,,,,,,0,0,345,306,306,306,306,306,306,163,163,163,163,163,163
810897094,TOTAL_REVENUE_WT,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,198,0,0,0,0,0,,
810897094,TOTAL_VOICE_USAGE,,,,,,,,,,,,,,,,1.15,6.28333,2.95,4.68333,1.6,11.5,9.43333,2.95,13.55,32.46667,7.95,7.81667,7.25,,
810897094,WALLET_BALANCE,,,,,,,,,,,,,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015
14917930,MBB_TOTAL_USAGE,1085.4834,1380.93686,1025.60405,1097.99466,796.25737,662.64651,1061.40238,1365.7237,760.58036,836.04005,861.87763,962.56947,924.98505,650.66745,1067.62319,1075.97011,1256.77358,1178.97337,709.95004,402.99693,,1046.95836,1422.39798,1176.85456,514.0784,1098.85796,873.09075,1078.26533,1991.76944,2082.88143
14917930,PAYG_MB_RATIO,-1,-1,-1,-1,-1,-0.580673885,-0.59993169,-0.651670485,-0.631413055,-0.625138288,-0.619126644,-0.468037132,1.674866349,2.616668222,13.94048635,57.93671414,0,0,0,0,,3.493055482,3.329587339,3.166081844,3.28785773,3.153432525,2.735142875,0.606024979,0.294341043,-0.600432589
14917930,REMAINING_DATA_BAL_MB,0,0,0,1918,1642,1621,1540,1532,1532,1365,1107,1084,1084,1001,988,769,769,720,616,234,,0,0,15359,15359,15359,15359,15359,15359,15359
14917930,TOTAL_REVENUE_WT,198.1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7863,,0,0,0,0,0,0,0,0,0
14917930,TOTAL_VOICE_USAGE,76.41667,24.01667,21.68333,74.95,20.85,0,46.63333,66.3,49.25,45.93333,13.55,44.98333,18.36667,10.76667,11.13333,124.18333,95.11667,53.71667,1.45,14.5,,25.76667,68.88333,43.45,34.75,14.78333,10.18333,30.05,64.33333,188
14917930,WALLET_BALANCE,23.2476,15.9775,12.7888,12.7888,12.7888,12.7888,12.7888,12.7888,12.7888,12.7888,12.7888,12.7888,12.7888,12.7888,12.7888,12.7888,12.7888,12.7888,12.7888,12.7888,,-19.9975,-19.9967,-19.9967,-19.9967,-19.9967,-19.9967,-19.9967,-19.9967,-19.9967
1080989423,MBB_TOTAL_USAGE,,,,,,,,,,,,,,,,,,,,,,,410.62154,340.02779,120.84738,58.68541,297.9323,317.65152,286.50543,188.16522
1080989423,PAYG_MB_RATIO,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1080989423,REMAINING_DATA_BAL_MB,,,,,,,,,,,,,,,,,,,,,,,0,3056,3054,3052,3050,3049,3049,3048
1080989423,TOTAL_REVENUE_WT,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1080989423,TOTAL_VOICE_USAGE,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1080989423,WALLET_BALANCE,,,,,,,,,,,,,,,,,,,,,,,0.0049,0.0049,0.0049,0.0049,0.0049,0.0049,0.0049,0.0049
3747400601,MBB_TOTAL_USAGE,,,,,,,,,,,,,,,,,,,,1401.67029,864.67519,1028.02024,722.45501,1649.87757,1115.91332,660.84382,1265.42488,453.20943,494.28401,526.92808
3747400601,PAYG_MB_RATIO,,,,,,,,,,,,,,,,,,,,-0.862805561,-0.870272596,-0.887841776,-0.88920423,-0.885681005,-0.868590054,-0.964780499,-0.982246456,-0.990697297,-0.99989745,-0.999899064
3747400601,REMAINING_DATA_BAL_MB,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
3747400601,TOTAL_REVENUE_WT,,,,,,,,,,,,,,,,,,,,1.1428,0,0,0,0,0,0,39.3106,0.1397,348.3081,0.2436
3747400601,TOTAL_VOICE_USAGE,,,,,,,,,,,,,,,,,,,,0,3.95,1.63333,0.95,2.33333,2.23333,20,1.41667,0.53333,3.95,0.86667
3747400601,WALLET_BALANCE,,,,,,,,,,,,,,,,,,,,15.9833,1.1449,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.6915,0.5518
1265786646,MBB_TOTAL_USAGE,,,,,,,,,,,,,,,,157.35618,623.91995,764.73742,533.32878,341.8275,606.00393,335.8471,1239.63408,471.1991,925.07794,733.60403,1672.54842,1965.08748,1118.80857,1.31824
1265786646,PAYG_MB_RATIO,,,,,,,,,,,,,,,,3.292324471,2.989661225,2.780519432,2.726233813,0,0,0,0,0,0,0,0,0,0,-0.999841372
1265786646,REMAINING_DATA_BAL_MB,,,,,,,,,,,,,,,,69,69,56,50,47,35,0,0,0,0,0,0,1501,1487,927
1265786646,TOTAL_REVENUE_WT,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,159,0,0,0,67.2417,0
1265786646,TOTAL_VOICE_USAGE,,,,,,,,,,,,,,,,27.4,4.96667,9.16667,6.38333,8.61667,17.31667,37.76667,16.06667,25.48333,35.21667,8.3,17.15,16.66667,31.5,0.38333
1265786646,WALLET_BALANCE,,,,,,,,,,,,,,,,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
3521425571,MBB_TOTAL_USAGE,,284.91133,133.85712,608.97837,302.28025,400.25675,79.18528,173.73538,54.99578,522.07769,130.57783,344.87972,587.1607,114.96028,,,20.99898,2.87593,1084.64098,333.27284,170.54305,269.99993,191.69137,391.11173,288.16996,312.8365,214.36547,153.23504,133.37494,245.35
3521425571,PAYG_MB_RATIO,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
3521425571,REMAINING_DATA_BAL_MB,,714,714,712,711,711,690,688,688,680,669,258,258,180,,,44,0,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095
3521425571,TOTAL_REVENUE_WT,,0,0,0,667,0,0,0,0,0,0,0,0,1.0852,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3521425571,TOTAL_VOICE_USAGE,,49.55,42.38333,47.4,133.73333,73.95,38.05,29.16667,39.78333,112.95,14.71667,41.56667,71.66667,45.51667,,,133.88333,32.4,26.85,107.15,246.83333,106.05,170.28333,87.11667,145.45,213.71667,49.61667,91.11667,189.9,20.33333
3521425571,WALLET_BALANCE,,0.0075,0.008,0.008,0.008,0.008,0.0091,0.0091,0.0091,0.0091,0.0091,47.5616,2.8331,1.7599,,,0.0026,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044
2289050789,MBB_TOTAL_USAGE,837.398,1474.3694,680.58823,1609.48821,742.63334,1099.51916,1298.64816,820.59879,1036.59744,2006.01558,556.35278,895.47205,1136.75342,1180.61531,897.45462,820.66815,860.00067,1483.41164,1645.22341,974.32697,869.73427,839.4538,637.83604,668.82895,391.1538,756.86357,,,,
2289050789,PAYG_MB_RATIO,-0.808958733,-0.852253509,-0.838008875,-0.831530681,-0.90195611,-1,-1,-1,-1,0.120474318,0.2019194,0.077505341,0.15141474,0.177152456,0.32020678,0.462582149,0.690498683,0.540845775,0.610972533,0,0,0,0,0,0,0,,,,
2289050789,REMAINING_DATA_BAL_MB,695,666,666,507,322,78,0,0,0,0,1270,1091,1091,1036,854,447,447,234,184,132,0,0,0,0,0,0,,,,
2289050789,TOTAL_REVENUE_WT,0,0,0,5.8572,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.3037,,,,
2289050789,TOTAL_VOICE_USAGE,22.61667,19.1,21.3,25.28333,44.93333,6.16667,22.36667,13.7,37,29.01667,43.48333,57.93333,93.18333,59.05,49.15,43.93333,22.36667,38.88333,61.73333,18.58333,29.01667,4.1,28.91667,12.5,13.85,3.63333,,,,
2289050789,WALLET_BALANCE,5.8572,5.8572,5.8572,5.8572,5.8572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
3467685970,MBB_TOTAL_USAGE,1349.5895,893.54911,1108.76832,137.71355,530.66955,1096.85137,1577.06374,377.6909,185.87848,478.49306,139.13916,899.53327,1709.2653,1209.45143,817.80868,271.37378,383.31536,357.88025,617.06607,223.47945,794.8671,1003.54307,1241.42875,572.54524,1605.43282,1420.85514,792.01718,255.38124,223.20311,389.21217
3467685970,PAYG_MB_RATIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3467685970,REMAINING_DATA_BAL_MB,3031,1668,1668,764,256,1887,1607,801,801,1,0,0,0,0,0,225,225,0,0,0,0,0,0,15067,14606,28987,28441,26943,25707,25098
3467685970,TOTAL_REVENUE_WT,0,0,307,0,0,0,0,0,0,0,0,0,307,0,0,0.0001,0,0,0,65,317.0124,22.0859,136.682,0,9.6005,0,0,0,0,0
3467685970,TOTAL_VOICE_USAGE,7.5,4.88333,14.9,3.63333,0,7.8,2.68333,12.13333,4.78333,10.08333,4.05,12.9,12.95,2.13333,22.81667,5.15,29.28333,1.9,7.16667,0,4.23333,7.76667,1.65,0,3.38333,0,0,0,0,0
3467685970,WALLET_BALANCE,0.0363,0.0363,0.0363,0.0363,0.0379,0.0379,0.0379,0.0379,0.0379,0.0379,0.0379,0.0379,0.0379,0.0379,0.0395,0.0395,0.0395,0.0394,0.0394,0.0394,0.0394,0.0448,278.9978,222.8773,52.1607,18.1261,0.0044,0.0044,0.0044,0.0044
805637054,MBB_TOTAL_USAGE,91.59804,277.27115,166.01386,311.58562,278.51784,84.76838,95.26853,,272.26177,98.74793,70.14866,123.69995,241.79934,70.61637,105.38485,400.38375,334.57972,606.17122,,446.50893,,,,,,,,,,107.90245
805637054,PAYG_MB_RATIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,-1
805637054,REMAINING_DATA_BAL_MB,9707,8192,8192,8186,8181,8172,8154,8150,8150,8132,8112,8108,8108,8105,8102,8067,8067,8063,8051,8048,,,,,,,,,,0
805637054,TOTAL_REVENUE_WT,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0
805637054,TOTAL_VOICE_USAGE,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0
805637054,WALLET_BALANCE,48.9384,48.9384,48.9384,48.9384,48.9384,48.9384,48.9384,48.9384,48.9384,48.9384,48.9384,48.9384,48.9384,48.9384,48.9384,48.9384,48.9384,48.9384,48.9384,48.9384,,,,,,,,,,32.5555
1374445705,MBB_TOTAL_USAGE,,,,,,,,,,,,,,,,,,,,,,,,5.17231,14.2294,59.23307,1.33792,8.74272,18.92831,0.0743
1374445705,PAYG_MB_RATIO,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
1374445705,REMAINING_DATA_BAL_MB,,,,,,,,,,,,,,,,,,,,,,,,359,353,348,346,344,327,326
1374445705,TOTAL_REVENUE_WT,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0036
